Frequence = 10 Ghz;
N = 5784;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000190142; Faza = -118.582 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1416   X = 20 mm; Y = 963 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1417   X = 20 mm; Y = 965 mm; Amplitude = 0; Faza = 107.917 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1418   X = 20 mm; Y = 965 mm; Amplitude = 0; Faza = 83.7774 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1419   X = 20 mm; Y = 965 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1420   X = 20 mm; Y = 967 mm; Amplitude = 0; Faza = 57.5977 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1421   X = 20 mm; Y = 967 mm; Amplitude = 0; Faza = 81.8132 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1422   X = 20 mm; Y = 967 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1423   X = 20 mm; Y = 969 mm; Amplitude = 0; Faza = -7.49898 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1424   X = 20 mm; Y = 969 mm; Amplitude = 0; Faza = 75.1448 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1425   X = 20 mm; Y = 969 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1426   X = 20 mm; Y = 971 mm; Amplitude = 8.78726e-005; Faza = -44.0528 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1427   X = 20 mm; Y = 971 mm; Amplitude = 0.000113346; Faza = 66.2702 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1428   X = 20 mm; Y = 971 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1429   X = 20 mm; Y = 973 mm; Amplitude = 0.000122541; Faza = -66.8515 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1430   X = 20 mm; Y = 973 mm; Amplitude = 0.000124195; Faza = 56.0553 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1431   X = 20 mm; Y = 973 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1432   X = 20 mm; Y = 975 mm; Amplitude = 0.000152708; Faza = -85.21 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1433   X = 20 mm; Y = 975 mm; Amplitude = 0.000129784; Faza = 44.799 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1434   X = 20 mm; Y = 975 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1435   X = 20 mm; Y = 977 mm; Amplitude = 0.000175648; Faza = -102.039 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1436   X = 20 mm; Y = 977 mm; Amplitude = 0.00013014; Faza = 32.5384 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1437   X = 20 mm; Y = 977 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1438   X = 20 mm; Y = 979 mm; Amplitude = 0.000190162; Faza = -118.579 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1439   X = 20 mm; Y = 979 mm; Amplitude = 0.000125744; Faza = 19.14 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1440   X = 20 mm; Y = 979 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1441   X = 20 mm; Y = 981 mm; Amplitude = 0.00019628; Faza = -135.583 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1442   X = 20 mm; Y = 981 mm; Amplitude = 0.000117531; Faza = 4.31625 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1443   X = 20 mm; Y = 981 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1444   X = 20 mm; Y = 983 mm; Amplitude = 0.000195254; Faza = -153.648 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
1445   X = 20 mm; Y = 983 mm; Amplitude = 0.000106903; Faza = -12.3793 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
1446   X = 20 mm; Y = 983 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
1447   X = 984 mm; Y = 21 mm; Amplitude = 0.00370463; Faza = -94.3637 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1448   X = 984 mm; Y = 21 mm; Amplitude = 0.00304736; Faza = -99.1086 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1449   X = 984 mm; Y = 21 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1450   X = 984 mm; Y = 23 mm; Amplitude = 0.003966; Faza = -87.9738 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1451   X = 984 mm; Y = 23 mm; Amplitude = 0.00324203; Faza = -92.9095 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1452   X = 984 mm; Y = 23 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1453   X = 984 mm; Y = 25 mm; Amplitude = 0.00412426; Faza = -82.1965 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1454   X = 984 mm; Y = 25 mm; Amplitude = 0.00335237; Faza = -87.1601 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1455   X = 984 mm; Y = 25 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1456   X = 984 mm; Y = 27 mm; Amplitude = 0.00416797; Faza = -76.6246 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1457   X = 984 mm; Y = 27 mm; Amplitude = 0.00337155; Faza = -81.5057 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1458   X = 984 mm; Y = 27 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1459   X = 984 mm; Y = 29 mm; Amplitude = 0.00409505; Faza = -70.8908 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1460   X = 984 mm; Y = 29 mm; Amplitude = 0.00329968; Faza = -75.6082 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1461   X = 984 mm; Y = 29 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1462   X = 984 mm; Y = 31 mm; Amplitude = 0.003913; Faza = -64.6066 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1463   X = 984 mm; Y = 31 mm; Amplitude = 0.00314419; Faza = -69.0939 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1464   X = 984 mm; Y = 31 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1465   X = 984 mm; Y = 33 mm; Amplitude = 0.0036398; Faza = -57.3003 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1466   X = 984 mm; Y = 33 mm; Amplitude = 0.00292065; Faza = -61.5001 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1467   X = 984 mm; Y = 33 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1468   X = 984 mm; Y = 35 mm; Amplitude = 0.00330579; Faza = -48.3549 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1469   X = 984 mm; Y = 35 mm; Amplitude = 0.00265429; Faza = -52.223 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1470   X = 984 mm; Y = 35 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1471   X = 984 mm; Y = 37 mm; Amplitude = 0.00295677; Faza = -36.9887 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1472   X = 984 mm; Y = 37 mm; Amplitude = 0.00238241; Faza = -40.5216 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1473   X = 984 mm; Y = 37 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1474   X = 984 mm; Y = 39 mm; Amplitude = 0.00265684; Faza = -22.4524 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1475   X = 984 mm; Y = 39 mm; Amplitude = 0.00215593; Faza = -25.754 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1476   X = 984 mm; Y = 39 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1477   X = 984 mm; Y = 41 mm; Amplitude = 0.00248243; Faza = -4.76781 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1478   X = 984 mm; Y = 41 mm; Amplitude = 0.00203316; Faza = -8.11102 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1479   X = 984 mm; Y = 41 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1480   X = 984 mm; Y = 43 mm; Amplitude = 0.00249209; Faza = 14.2989 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1481   X = 984 mm; Y = 43 mm; Amplitude = 0.00205539; Faza = 10.5956 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1482   X = 984 mm; Y = 43 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1483   X = 984 mm; Y = 45 mm; Amplitude = 0.00268486; Faza = 31.9225 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1484   X = 984 mm; Y = 45 mm; Amplitude = 0.00221784; Faza = 27.7663 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1485   X = 984 mm; Y = 45 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1486   X = 984 mm; Y = 47 mm; Amplitude = 0.00300197; Faza = 46.4518 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1487   X = 984 mm; Y = 47 mm; Amplitude = 0.00247424; Faza = 41.9796 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1488   X = 984 mm; Y = 47 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1489   X = 984 mm; Y = 49 mm; Amplitude = 0.00336922; Faza = 57.943 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1490   X = 984 mm; Y = 49 mm; Amplitude = 0.00276819; Faza = 53.3299 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1491   X = 984 mm; Y = 49 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1492   X = 984 mm; Y = 51 mm; Amplitude = 0.00372555; Faza = 67.1566 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1493   X = 984 mm; Y = 51 mm; Amplitude = 0.00305302; Faza = 62.5255 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1494   X = 984 mm; Y = 51 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1495   X = 984 mm; Y = 53 mm; Amplitude = 0.00402802; Faza = 74.8581 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1496   X = 984 mm; Y = 53 mm; Amplitude = 0.00329545; Faza = 70.2817 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1497   X = 984 mm; Y = 53 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1498   X = 984 mm; Y = 55 mm; Amplitude = 0.00424868; Faza = 81.6433 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1499   X = 984 mm; Y = 55 mm; Amplitude = 0.0034734; Faza = 77.1641 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1500   X = 984 mm; Y = 55 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1501   X = 984 mm; Y = 57 mm; Amplitude = 0.00437134; Faza = 87.9615 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1502   X = 984 mm; Y = 57 mm; Amplitude = 0.00357381; Faza = 83.6072 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1503   X = 984 mm; Y = 57 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1504   X = 984 mm; Y = 59 mm; Amplitude = 0.00438965; Faza = 94.1741 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1505   X = 984 mm; Y = 59 mm; Amplitude = 0.00359136; Faza = 89.9674 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1506   X = 984 mm; Y = 59 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1507   X = 984 mm; Y = 61 mm; Amplitude = 0.00430614; Faza = 100.609 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1508   X = 984 mm; Y = 61 mm; Amplitude = 0.00352787; Faza = -263.428 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1509   X = 984 mm; Y = 61 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1510   X = 984 mm; Y = 63 mm; Amplitude = 0.004132; Faza = 107.604 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1511   X = 984 mm; Y = 63 mm; Amplitude = 0.00339231; Faza = -256.24 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1512   X = 984 mm; Y = 63 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1513   X = 984 mm; Y = 65 mm; Amplitude = 0.00388751; Faza = 115.543 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1514   X = 984 mm; Y = 65 mm; Amplitude = 0.0032013; Faza = -248.089 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1515   X = 984 mm; Y = 65 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1516   X = 984 mm; Y = 67 mm; Amplitude = 0.00360285; Faza = 124.865 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1517   X = 984 mm; Y = 67 mm; Amplitude = 0.00297976; Faza = -238.548 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1518   X = 984 mm; Y = 67 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1519   X = 984 mm; Y = 69 mm; Amplitude = 0.00331901; Faza = 136.023 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1520   X = 984 mm; Y = 69 mm; Amplitude = 0.00276148; Faza = -227.203 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1521   X = 984 mm; Y = 69 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1522   X = 984 mm; Y = 71 mm; Amplitude = 0.00308644; Faza = 149.283 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1523   X = 984 mm; Y = 71 mm; Amplitude = 0.00258734; Faza = -213.858 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1524   X = 984 mm; Y = 71 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1525   X = 984 mm; Y = 73 mm; Amplitude = 0.00295685; Faza = 164.351 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1526   X = 984 mm; Y = 73 mm; Amplitude = 0.00249788; Faza = -198.883 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1527   X = 984 mm; Y = 73 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1528   X = 984 mm; Y = 75 mm; Amplitude = 0.00296472; Faza = -179.896 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1529   X = 984 mm; Y = 75 mm; Amplitude = 0.00251824; Faza = -183.395 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1530   X = 984 mm; Y = 75 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1531   X = 984 mm; Y = 77 mm; Amplitude = 0.0031088; Faza = -164.987 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1532   X = 984 mm; Y = 77 mm; Amplitude = 0.00264496; Faza = -168.8 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1533   X = 984 mm; Y = 77 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1534   X = 984 mm; Y = 79 mm; Amplitude = 0.00335337; Faza = -151.97 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1535   X = 984 mm; Y = 79 mm; Amplitude = 0.00284851; Faza = -156.014 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1536   X = 984 mm; Y = 79 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1537   X = 984 mm; Y = 81 mm; Amplitude = 0.00364773; Faza = -141.066 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1538   X = 984 mm; Y = 81 mm; Amplitude = 0.00308851; Faza = -145.207 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1539   X = 984 mm; Y = 81 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1540   X = 984 mm; Y = 83 mm; Amplitude = 0.00394392; Faza = -131.968 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1541   X = 984 mm; Y = 83 mm; Amplitude = 0.00332705; Faza = -136.082 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1542   X = 984 mm; Y = 83 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1543   X = 984 mm; Y = 85 mm; Amplitude = 0.00420414; Faza = -124.209 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1544   X = 984 mm; Y = 85 mm; Amplitude = 0.00353427; Faza = -128.201 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1545   X = 984 mm; Y = 85 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1546   X = 984 mm; Y = 87 mm; Amplitude = 0.00440153; Faza = -117.341 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1547   X = 984 mm; Y = 87 mm; Amplitude = 0.00368914; Faza = -121.14 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1548   X = 984 mm; Y = 87 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1549   X = 984 mm; Y = 89 mm; Amplitude = 0.00451918; Faza = -110.976 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1550   X = 984 mm; Y = 89 mm; Amplitude = 0.00377884; Faza = -114.528 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1551   X = 984 mm; Y = 89 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1552   X = 984 mm; Y = 91 mm; Amplitude = 0.00454913; Faza = -104.776 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1553   X = 984 mm; Y = 91 mm; Amplitude = 0.00379798; Faza = -108.038 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1554   X = 984 mm; Y = 91 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1555   X = 984 mm; Y = 93 mm; Amplitude = 0.00449185; Faza = -98.4268 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1556   X = 984 mm; Y = 93 mm; Amplitude = 0.00374822; Faza = -101.363 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1557   X = 984 mm; Y = 93 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1558   X = 984 mm; Y = 95 mm; Amplitude = 0.00435614; Faza = -91.61 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1559   X = 984 mm; Y = 95 mm; Amplitude = 0.00363808; Faza = -94.1994 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1560   X = 984 mm; Y = 95 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1561   X = 984 mm; Y = 97 mm; Amplitude = 0.00415948; Faza = -83.9898 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1562   X = 984 mm; Y = 97 mm; Amplitude = 0.00348306; Faza = -86.2357 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1563   X = 984 mm; Y = 97 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1564   X = 984 mm; Y = 99 mm; Amplitude = 0.00392845; Faza = -75.2171 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1565   X = 984 mm; Y = 99 mm; Amplitude = 0.00330558; Faza = -77.1664 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1566   X = 984 mm; Y = 99 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1567   X = 984 mm; Y = 101 mm; Amplitude = 0.00369862; Faza = -64.985 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1568   X = 984 mm; Y = 101 mm; Amplitude = 0.00313438; Faza = -66.7569 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1569   X = 984 mm; Y = 101 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1570   X = 984 mm; Y = 103 mm; Amplitude = 0.00351215; Faza = -53.1703 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1571   X = 984 mm; Y = 103 mm; Amplitude = 0.00300171; Faza = -54.9731 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1572   X = 984 mm; Y = 103 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1573   X = 984 mm; Y = 105 mm; Amplitude = 0.0034104; Faza = -40.0445 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1574   X = 984 mm; Y = 105 mm; Amplitude = 0.00293714; Faza = -42.139 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1575   X = 984 mm; Y = 105 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1576   X = 984 mm; Y = 107 mm; Amplitude = 0.00342097; Faza = -26.3755 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1577   X = 984 mm; Y = 107 mm; Amplitude = 0.00295825; Faza = -28.9632 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1578   X = 984 mm; Y = 107 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1579   X = 984 mm; Y = 109 mm; Amplitude = 0.00354564; Faza = -13.1775 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1580   X = 984 mm; Y = 109 mm; Amplitude = 0.00306353; Faza = -16.2939 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1581   X = 984 mm; Y = 109 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1582   X = 984 mm; Y = 111 mm; Amplitude = 0.00375981; Faza = -1.2305 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1583   X = 984 mm; Y = 111 mm; Amplitude = 0.00323347; Faza = -4.75153 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1584   X = 984 mm; Y = 111 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
1585   X = 984 mm; Y = 113 mm; Amplitude = 0.00402393; Faza = 9.17935 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; 1.
1586   X = 984 mm; Y = 113 mm; Amplitude = 0.00343865; Faza = 5.44419 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; cos(f)
1587   X = 984 mm; Y = 113 mm; Amplitude = 0; Faza = 0 degree; FiMin = -90.001 degree; FiMax = 89.999 degree; sin(f)
